plant_ID,line,batch,type,pop,no,nod_alive,nod,leaf,fru,flo,root_BM,shoot_BM,seed_BM,date_diss,diss,diss_note,plot,loc,survive,field_notes,line_ID
3-B19,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,B19,1,harv,acx3
3-B20,HTD2,two,pool,htd,2,3,3,4,0,0,0.00285,0.0031,0,not recorded,Madeline,small shoot,plot_3,B20,1,harv,htdx2
3-C02,KA16,two,pool,ka,16,NA,NA,NA,NA,NA,NA,NA,NA,29-May-15,Grant ,No intact plant detected,plot_3,C02,1,harv,kax16
3-C03,KA7,two,reference,ka,7,13,13,15,0,0,0.0105,0.0362,0,22-Sep-14,Shree,NA,plot_3,C03,1,med,kax7
3-C04,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C04,0,died,forx43
3-C05,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C05,0,died,acx3
3-C06,RBE38,two,pheno,rbe,38,6,10,11,0,0,0.0177,0.0304,0,17-Jun-15,Steffi,4 senesced,plot_3,C06,1,small,rbex38
3-C07,FZ17,two,pheno,fz,17,1,2,3,0,0,0.0048,0.0033,0,17-Jun-15,Steffi,1 senesced,plot_3,C07,0,died,fzx17
3-C08,HTR30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C08,0,died,htrx30
3-C09,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C09,0,died,forx43
3-C10,AC3,two,pheno,ac,3,6,6,30,0,0,0.0275,0.0855,0,29-Jul-15,Monika ,NA,plot_3,C10,1,med,acx3
3-C11,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C11,0,died,fzx17
3-C12,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C12,0,died,kax16
3-C13,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C13,0,died,fzx17
3-C14,AC20,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C14,1,harv,acx20
3-C15,KA7,two,pheno,ka,7,3,3,9,0,0,0.0062,0.0085,0,23-Jul-15,Andrea and Jessica,NA,plot_3,C15,1,small,kax7
3-C16,FZ19,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C16,0,died,fz19
3-C17,FZ17,two,pool,fz,17,NA,NA,NA,NA,NA,0.0064,0.0139,0,not recorded,Samriti,No intact plant detected,plot_3,C17,1,harv,fzx17
3-C18,AC20,two,pool,ac,20,7,7,9,0,0,0.0037,0.0129,0,20-May-15,Monika,NA,plot_3,C18,1,harv,acx20
3-C19,FZ19,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,C19,0,died,fzx19
3-C20,FOR43,two,pool,for,43,2,2,12,0,0,0.0054,0.0105,0,not recorded,Madeline,NA,plot_3,C20,1,harv,forx43
3-D02,WT39,two,reference,wt,39,19,19,9,0,0,0.0141,0.0157,0,22-Sep-14,Steffi,NA,plot_3,D02,1,small,wtx39
3-D03,WT30,two,pool,wt,30,NA,NA,NA,NA,NA,0.0031,0.0037,0,not recorded,Samriti,No intact plant detected,plot_3,D03,1,harv,wtx30
3-D04,AC3,one,pheno,ac,3,20,20,34,0,0,0.0497,0.1568,0,29-Jul-15,Monika ,NA,plot_3,D04,1,healthy,ac3
3-D05,FOR15,one,pheno,for,15,11,13,8,0,0,0.0142,0.0111,0,17-Jun-15,Steffi,2 senesced,plot_3,D05,1,small,for15
3-D06,RBE17,one,reference,rbe,17,14,14,46,0,0,0.0382,0.2167,0,22-Sep-14,Steffi,NA,plot_3,D06,1,healthy,rbe17
3-D07,AC20,one,pheno,ac,20,211,233,109,0,0,0.1296,0.3168,0,not recorded,Grant,22 senesced,plot_3,D07,1,healthy,ac20
3-D08,RBE17,one,pool,rbe,17,24,24,28,0,0,0.0162,0.0951,0,not recorded,Madeline,NA,plot_3,D08,1,harv,rbe17
3-D09,KA16,one,pheno,ka,16,31,39,10,18,0,0.0742,0.3773,0.3248,12-Aug-15,Monika ,NA,plot_3,D09,1,"inflower,bagged",ka16
3-D10,KA7,one,pheno,ka,7,62,67,177,5,4,0.1581,0.6287,0.1159,17-Jun-15,Steffi,5 senesced,plot_3,D10,1,"inflower,bagged",ka7
3-D11,FOR43,one,pheno,for,43,27,27,72,0,0,0.097,0.1883,0,17-Jun-15,Steffi,NA,plot_3,D11,1,med,for43
3-D12,KA7,two,pheno,ka,7,38,40,120,0,1,0.0986,0.2234,0,17-Jun-15,Steffi,2 senesced,plot_3,D12,1,healthy,kax7
3-D13,WR31,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,D13,1,noleaves,wrx31
3-D14,FZ19,two,pheno,fz,19,12,12,342,0,0,0.0186,1.2617,0,23-Jul-15,Andrea and Jessica,NA,plot_3,D14,1,healthy,fzx19
3-D15,DU4,two,pheno,du,4,25,25,99,0,0,0.0662,0.3021,0,not recorded,Samriti,NA,plot_3,D15,1,med,dux4
3-D16,WR34,two,pheno,wr,34,22,30,42,0,0,0.0297,0.1393,0,20-Jul-15,Grant,8 senesced,plot_3,D16,1,fewleaves,wrx34
3-D17,WT30,two,pheno,wt,30,6,6,43,0,0,0.0721,0.256,0,30-Jul-15,Steffi ,NA,plot_3,D17,1,fewleaves,wtx30
3-D18,FZ19,two,pool,fz,19,3,3,7,0,0,0.0013,0.0036,0,not recorded,Samriti,NA,plot_3,D18,1,harv,fzx19
3-D19,FZ19,two,pheno,fz,19,5,11,18,0,0,0.0301,0.078,0,30-Jul-15,Steffi ,"Fz19 on bag, Fz17 on tag",plot_3,D19,1,fewleaves,fzx17
3-D20,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,D20,0,died,wtx30
3-E02,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,E02,1,harv,rbex38
3-E03,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,E03,0,died,acx3
3-E04,HTD2,one,reference,htd,2,19,19,57,0,0,0.0193,0.1584,0,22-Sep-14,Shree,NA,plot_3,E04,1,healthy,htd2
3-E05,HTR25,one,pool,htr,25,11,11,32,0,0,0.0026,0.0032,0,not recorded,Madeline,NA,plot_3,E05,1,harv,htr25
3-E06,HTR1,one,reference,htr,1,59,59,114,0,0,0.0826,0.4425,0,22-Sep-14,Junielle,NA,plot_3,E06,1,healthy,htr1
3-E07,HTR1,one,pool,htr,1,6,6,0,0,0,0.0097,0.0087,0,15-Jan-15,Simran,NA,plot_3,E07,1,harv,htr1
3-E08,DE7,one,pheno,de,7,31,35,148,0,0,0.281,0.6004,0,18-Aug-15,Steffi ,NA,plot_3,E08,1,healthy,de7
3-E09,AC3,one,pheno,ac,3,28,39,30,0,0,0.00326,0.0614,0,29-Jun-15,Grant,11 senesced,plot_3,E09,1,med,ac3
3-E10,WT39,one,pheno,wt,39,17,26,73,0,0,NA,NA,NA,not recorded,Grant,9 senesced,plot_3,E10,1,healthy,wt39
3-E11,FOR15,one,pheno,for,15,34,47,81,0,0,0.0653,0.2801,0,not recorded,Grant,13 senesced,plot_3,E11,1,healthy,for15
3-E12,FOR15,two,reference,for,15,20,20,32,0,0,0.015,0.0505,0,not recorded,Madeline,NA,plot_3,E12,1,med,forx15
3-E13,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,E13,1,noleaves,kax7
3-E14,WR40a,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,E14,1,healthy,wrx40
3-E15,WR34,two,pool,wr,34,6,7,16,0,0,0.0077,0.0428,0,not recorded,Samriti,1 senesced,plot_3,E15,1,harv,wrx34
3-E16,WR40a,two,pheno,wr,40a,19,25,9,0,0,0.003,0.011,0,not recorded,Grant,6 senesced,plot_3,E16,1,harv,wrx40
3-E17,WT18,two,pheno,wt,18,12,12,39,0,0,0.0241,0.1157,0,not recorded,Samriti,NA,plot_3,E17,1,fewleaves,wtx18
3-E18,FZ17,two,pool,fz,17,8,8,6,0,0,0.0041,0.014,0,11-Jun-15,Grant,NA,plot_3,E18,1,harv,fzx17
3-E19,RBE38,two,pheno,rbe,38,12,22,39,0,0,0.0231,0.1126,0,21-Jul-15,Steffi,10 senesced,plot_3,E19,1,med,rbex38
3-E20,KA7,two,pheno,ka,7,13,19,12,0,0,0.0129,0.0401,0,24-Jun-15,"Grant, also entry in NB by Steffi ",6 senesced,plot_3,E20,1,noleaves,kax7
3-F01,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F01,0,died,htrx25
3-F02,FOR43,two,pool,for,43,8,8,6,0,0,0.0041,0.0053,0,not recorded,Madeline,NA,plot_3,F02,1,harv,forx43
3-F03,WR31,one,pheno,wr,31,48,48,28,0,0,0.075,0.2179,0,29-Jul-15,Monika ,NA,plot_3,F03,1,short,wr31
3-F04,FOR15,one,pheno,for,15,15,15,32,2,1,0.0483,0.3235,0.0312,29-Jul-15,Monika ,NA,plot_3,F04,1,"inflower,bagged",for15
3-F05,KA16,one,pheno,ka,16,75,75,29,0,0,0.0581,0.0533,0,30-Jul-15,Andrea and Jessica ,NA,plot_3,F05,1,med,ka16
3-F06,HTR1,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F06,1,healthy,htr1
3-F07,DU4,one,pheno,du,4,33,41,287,0,0,0.358,1.1762,0,20-Aug-15,Andrea and Jessica ,NA,plot_3,F07,1,healthy,du4
3-F08,KA16,one,pheno,ka,16,11,13,30,4,6,0.0528,0.0848,0.0398,18-Aug-15,Steffi ,NA,plot_3,F08,1,"inflower,bagged",ka16
3-F09,WR34,one,pheno,wr,34,25,29,48,0,0,0.0457,0.1595,0,25-Jun-15,Grant,4 senesced,plot_3,F09,1,healthy,wr34
3-F10,AC20,one,pheno,ac,20,4,13,70,0,0,0.1081,0.7294,0,12-Aug-15,Monika ,NA,plot_3,F10,1,healthy,ac20
3-F11,WT18,one,pool,wt,18,4,4,12,0,0,0.0122,0.0232,0,not recorded,Madeline,NA,plot_3,F11,1,harv,wt18
3-F12,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F12,0,died,kax16
3-F13a,FOR26,two,pheno,for,26,8,8,39,5,1,0.0281,0.0427,0.0808,30-Jul-15,Steffi ,"duplicated in NB, two plants?",plot_3,F13,1,med,forx26
3-F13b,FOR26,two,pheno,for,26,9,12,10,0,0,0.0276,0.1152,0,30-Jul-15,Steffi ,"duplicated in NB, two plants?",plot_3,F13,1,med,forx26
3-F14,FZ24,two,reference,fz,24,19,19,70,0,0,0.0247,0.176,0,22-Sep-14,Yumeng,NA,plot_3,F14,1,med,fzx24
3-F15,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F15,1,harv,kax16
3-F16,WR34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F16,1,fewleaves,wrx34
3-F17,DU4,two,pool,du,4,10,10,17,0,0,0.0063,0.0415,0,3-Jun-15,Grant,NA,plot_3,F17,1,harv,dux4
3-F18,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F18,1,harv,rbex38
3-F19,AC20,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,F19,0,died,acx20
3-F20,AC20,two,pool,ac,20,NA,NA,NA,NA,NA,NA,NA,NA,not recorded,Samriti,No intact plant detected,plot_3,F20,1,harv,acx20
3-G02,FZ17,two,pool,fz,17,4,4,7,0,0,9.00E-04,0.0061,0,22-Sep-14,Steffi,NA,plot_3,G02,1,harv,fzx17
3-G03,HTR1,one,pool,htr,1,4,4,13,0,0,0.0048,0.0113,0,not recorded,Madeline,NA,plot_3,G03,1,harv,htr1
3-G04,WR40a,one,NA,wr,40a,64,64,50,0,0,0.071,0.3295,0,29-Jul-15,Monika ,NA,plot_3,G04,1,healthy,wr40
3-G05,KA7,one,pheno,ka,7,19,22,32,0,0,0.0251,0.0523,0,29-Jun-15,Grant,3 senesced,plot_3,G05,1,med,ka7
3-G06,FOR43,one,pheno,for,43,101,112,197,0,0,0.1689,0.5385,0,not recorded,Grant,11 senesced,plot_3,G06,1,healthy,for43
3-G07,KA7,one,pheno,ka,7,49,60,65,0,0,0.0331,0.0696,0,29-Jun-15,Grant,11 senesced,plot_3,G07,1,small,ka7
3-G08,HTD28,one,pheno,htd,28,27,27,101,0,0,NA,NA,NA,not recorded,Samriti,NA,plot_3,G08,1,healthy,htd28
3-G09,DU4,one,pheno,du,4,47,50,103,0,0,0.1718,0.3252,0,23-Jul-15,Steffi,3 senesced,plot_3,G09,1,healthy,du4
3-G10,HTR30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,G10,0,died,htr30
3-G11,FZ19,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,G11,0,died,fzx19
3-G12,FOR26,two,pool,for,26,15,15,9,0,0,0.0175,0.0059,0,22-Sep-14,Simran,NA,plot_3,G12,1,harv,forx26
3-G13,FOR15,two,pool,for,15,13,13,9,0,0,0.0038,0.0116,0,5-Dec-14,Simran,NA,plot_3,G13,1,harv,forx15
3-G14,DU4,two,pheno,du,4,21,24,136,0,0,NA,NA,NA,21-Jul-15,Steffi,3 senesced,plot_3,G14,1,healthy,dux4
3-G15,WT30,two,pool,wt,30,5,5,17,0,0,0.0067,0.0459,0,22-Sep-14,Simran,NA,plot_3,G15,1,harv,wtx30
3-G16,RBE34,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,G16,0,died,rbex34
3-G17,HTD28,two,pheno,htd,28,56,69,159,0,0,0.0734,0.6378,0,20-Jul-15,Grant,13 senesced,plot_3,G17,1,healthy,htdx28
3-G18,AC20,two,reference,ac,20,9,9,139,0,0,0.0537,0.5458,0,not recorded,Madeline,NA,plot_3,G18,1,healthy,acx20
3-G19,FOR43,two,pheno,for,43,0,1,18,0,0,0.0076,0.0204,0,30-Jul-15,Steffi ,NA,plot_3,G19,1,healthy,forx43
3-G20,FOR26,two,reference,for,26,2,2,24,0,0,0.0176,0.0659,0,22-Sep-14,Rebecca,NA,plot_3,G20,1,med,forx26
3-H01,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H01,0,died,htrx25
3-H02,HTR30,two,pool,htr,30,12,12,3,0,0,0.0019,0.0023,0,not recorded,Samriti,NA,plot_3,H02,1,harv,htrx30
3-H03,WT39,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H03,1,harv,wt39
3-H04,AC20,one,pheno,ac,20,65,73,177,0,0,0.4741,0.6526,0,18-Aug-15,Steffi ,NA,plot_3,H04,1,med,ac20
3-H05,FZ19,one,NA,fz,19,1,1,88,0,0,0.0384,0.2241,0,30-Jul-15,Andrea and Jessica ,NA,plot_3,H05,1,healthy,fz19
3-H06,DE7,one,reference,de,7,10,10,70,0,0,0.047,0.2428,0,22-Sep-14,Yumeng,NA,plot_3,H06,1,med,de7
3-H07,HTR30,one,pheno,htr,30,9,9,51,0,0,0.0877,0.1225,0,30-Jul-15,Steffi ,NA,plot_3,H07,1,med,htr30
3-H08,DE15,one,pheno,de,15,6,7,68,0,0,0.0772,0.3029,0,21-Jul-15,Steffi,1 senesced,plot_3,H08,1,healthy,de15
3-H09,HTD28,one,pheno,htd,28,76,85,541,0,0,0.2835,3.4473,0,14-Aug-15,Grant ,NA,plot_3,H09,1,large,htd28
3-H10,HTD2,one,pool,htd,2,52,52,63,2,7,0.2778,0.9339,0.0167,30-Jul-15,Steffi ,NA,plot_3,H10,1,"inflower,bagged",htd2
3-H11,DE15,two,pool,de,15,NA,NA,NA,NA,NA,NA,NA,NA,8-Jan-15,Simran,No intact plant detected,plot_3,H11,1,harv,dex15
3-H12,DU4,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H12,1,med,dux4
3-H13,DE15,two,reference,de,15,8,8,64,0,0,0.0317,0.1796,0,not recorded,Madeline,NA,plot_3,H13,1,med,dex15
3-H14,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H14,1,"inflower,bagged",forx26
3-H15,WR34,two,pheno,wr,34,12,12,81,0,0,NA,NA,NA,not recorded,Samriti,NA,plot_3,H15,1,healthy,wrx34
3-H16,FOR15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H16,0,died,forx15
3-H17,HTD28,two,pool,htd,28,0,0,12,0,0,0.0037,0.0204,0,12-Mar-15,Simran,nods not dissected,plot_3,H17,1,harv,htdx28
3-H18,WT30,two,pheno,wt,30,4,5,51,0,0,NA,NA,NA,not recorded,Steffi ,NA,plot_3,H18,1,noleaves,wtx30
3-H19,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H19,1,small,kax7
3-H20,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,H20,0,died,kax7
3-I02,KA7,two,unsure,ka,7,1,1,6,0,0,NA,NA,NA,12-Mar-15,Simran,NA,plot_3,I02,1,harv,kax7
3-I03,FOR15,one,pheno,for,15,22,22,63,0,0,NA,NA,NA,not recorded,Samriti,NA,plot_3,I03,1,med,for15
3-I04,WT18,one,reference,wt,18,27,27,63,0,0,0.0639,0.2034,0,not recorded,Madeline,NA,plot_3,I04,1,med,wt18
3-I05,WR40a,one,pheno,wr,40a,8,8,85,0,0,0.0395,0.273,0,30-Jul-15,Andrea and Jessica ,NA,plot_3,I05,1,med,wr40
3-I06,FZ24,one,pool,fz,24,5,5,2,0,0,0.0185,0.0878,0,not recorded,Madeline,NA,plot_3,I06,1,harv,fz24
3-I07,RBE38,one,pheno,rbe,38,3,3,78,0,0,0.0601,0.1862,0,21-Jul-15,Steffi,NA,plot_3,I07,1,med,rbe38
3-I08,HTR25,one,pool,htr,25,20,20,30,0,0,0.0109,0.064,0,15-Jan-15,Simran,NA,plot_3,I08,1,harv,htr25
3-I09,HTD2,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,I09,0,died,htdx2
3-I10,RBE38,one,pheno,rbe,38,53,53,137,0,0,0.2379,0.5623,0,27-Aug-15,Andrea and Jessica ,NA,plot_3,I10,1,healthy,rbe38
3-I11,WR31,two,pheno,wr,34,3,3,14,0,0,0.0079,0.0412,0,21-Jul-15,Steffi ,all senesced,plot_3,I11,1,fewleaves,wrx31
3-I12,WR40a,two,pool,wr,40a,5,5,10,0,0,0.023,0.0196,0,not recorded,Madeline,NA,plot_3,I12,1,harv,wrx40
3-I13,DU4,two,pool,du,4,NA,NA,NA,NA,NA,0.0024,0.0018,0,19-Mar-15,Samriti ,nods not dissected,plot_3,I13,1,harv,dux4
3-I14,FZ19,two,pheno,fz,19,16,16,72,0,0,0.0495,0.128,0,21-Jul-15,Steffi,all senesced,plot_3,I14,1,fewleaves,fzx19
3-I15,DU4,two,pheno,du,4,22,27,49,0,0,0.0265,0.1903,0,20-Jul-15,Grant,5 senesced,plot_3,I15,1,med,dux4
3-I16,HTD28,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,I16,1,healthy,htdx28
3-I17,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,I17,1,noleaves,wtx30
3-I19,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,I19,0,died,wtx30
3-I20,HTD28,two,pool,htd,28,NA,NA,NA,NA,NA,NA,NA,NA,8-Jan-15,Simran,No intact plant detected,plot_3,I20,1,harv,htdx28
3-J02,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J02,0,died,kax16
3-J03,WT18,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J03,1,harv,wt18
3-J04,HTD28,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J04,0,died,htd28
3-J05,WT39,one,pool,wt,39,16,16,22,0,0,0.0133,0.0559,0,5-Dec-14,Simran,NA,plot_3,J05,1,harv,wt39
3-J06,RBE34,one,pool,rbe,34,5,5,3,0,0,0.0067,0.0059,0,22-Jan-15,Simran,NA,plot_3,J06,1,harv,rbe34
3-J07,FOR43,one,pheno,for,43,47,49,108,0,0,0.2407,0.6446,0,30-Jul-15,Steffi ,NA,plot_3,J07,1,fewleaves,for43
3-J08,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J08,0,"yellow,died",rbex34
3-J09,KA24,one,pheno,ka,24,86,114,159,0,0,NA,NA,NA,not recorded,Grant,28 senesced,plot_3,J09,1,fewleaves,ka24
3-J10,FZ24,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J10,1,noleaves,fzx24
3-J11,FZ17,two,reference,fz,17,28,28,3,0,0,0.0162,0.0132,0,not recorded,Madeline?,NA,plot_3,J11,1,fewleaves,fzx17
3-J13,FOR15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J13,1,noleaves,forx15
3-J14,DE15,two,pool,de,15,18,18,30,0,0,0.0066,0.04515,0,22-Sep-14,Simran,NA,plot_3,J14,1,harv,dex15
3-J15,WT18,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J15,0,died,wtx18
3-J16,WT30,two,reference,wt,39,38,38,111,1,2,0.0702,0.5578,0,not recorded,Madeline,NA,plot_3,J16,1,healthy,wtx30
3-J17,HTD28,two,pheno,htd,28,3,6,49,0,0,0.0142,0.0762,0,24-Jun-15,Grant,3 senesced,plot_3,J17,1,fewleaves,htdx28
3-J18,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J18,0,died,wtx30
3-J19,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J19,0,died,kax7
3-J20,HTD2,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,J20,0,died,htdx2
3-K03,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K03,0,died,kax16
3-K04,FOR26,one,pheno,for,26,10,16,26,0,0,0.0542,0.1066,0,not recorded,Grant,6 senesced,plot_3,K04,1,small,for26
3-K05,KA16,one,pheno,ka,16,23,23,52,0,0,NA,NA,NA,not recorded,Samriti,NA,plot_3,K05,1,med,ka16
3-K06,WR34,one,pheno,wr,34,29,31,77,0,0,0.0665,0.3298,0,23-Jul-15,Andrea and Jessica,2 senesced,plot_3,K06,1,antmed,wr34
3-K07,HTR25,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K07,0,antdied,htr25
3-K08,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K08,0,died,ka16
3-K09,RBE17,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K09,0,died,rbe17
3-K11,FOR15,two,pheno,for,15,9,11,20,0,0,0.0727,0.022,0,30-Jul-15,Steffi ,"in notebook, done twice?",plot_3,K11,1,harv,forx15
3-K13,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K13,1,noleaves,forx26
3-K14,FZ19,two,reference,fz,19,9,9,23,0,0,0.0123,0.026,0,not recorded,Madeline,NA,plot_3,K14,1,small,fzx19
3-K15,DU4,two,pheno,du,4,40,44,44,0,0,0.0315,0.1018,0,23-Jul-15,Andrea and Jessica,4 senesced,plot_3,K15,1,healthy,dux4
3-K16,WR40a,two,reference,wr,40a,38,38,38,0,0,0.016,0.0908,0,not recorded,Madeline,NA,plot_3,K16,1,med,wrx40
3-K17,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K17,0,died,acx3
3-K18,KA7,two,pool,ka,7,3,3,9,0,0,0.0022,0.0046,0,19-Mar-15,Simran,nods not dissected,plot_3,K18,1,harv,kax7
3-K19,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K19,0,died,acx15
3-K20,FOR43,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,K20,0,died,forx43
3-L02,AC3,two,pool,ac,3,4,4,8,0,0,0.002,0.0057,0,16-Jun-15,Grant,NA,plot_3,L02,1,harv,acx3
3-L03,RBE34,one,pheno,rbe,34,24,25,15,0,0,0.0234,0.056,0,23-Jul-15,Andrea and Jessica,1 senesced,plot_3,L03,1,"herb?,noleaves",rbe34
3-L04,FZ19,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,L04,0,died,fz19
3-L05,RBE17,one,pool,rbe,17,6,6,15,0,0,0.0079,0.0197,0,not recorded,Madeline,NA,plot_3,L05,1,harv,rbe17
3-L06,HTD28,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,L06,0,antdied,htd28
3-L07,HTR30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,L07,0,"died,ant",htrx30
3-L08,KA7,one,pheno,ka,7,6,6,24,0,0,0.0271,0.0314,0,not recorded,Samriti,NA,plot_3,L08,1,small,ka7
3-L09,HTR30,one,pheno,htr,30,21,23,25,0,0,0.0408,0.0734,0,23-Jul-15,Andrea and Jessica,2 senesced,plot_3,L09,1,fewleaves,htr30
3-L10,KA7,two,pheno,ka,7,4,4,13,0,0,0.0338,0.0232,0,not recorded,Samriti,NA,plot_3,L10,1,fewleaves,kax7
3-L11,DE15,two,pheno,de,15,7,7,25,0,0,0.0134,0.0689,0,23-Jul-15,Andrea and Jessica,NA,plot_3,L11,1,fewleaves,dex15
3-L13,WR31,two,pool,wr,31,6,6,11,0,0,0.0081,0.0368,0,5-Dec-14,Steffi,NA,plot_3,L13,1,harv,wrx31
3-L14,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,L14,0,died,kax16
3-L15,KA7,two,pheno,ka,7,0,7,14,0,0,0.0176,0.0129,0,30-Jul-15,Steffi ,NA,plot_3,L15,0,"died, planted KA7",htrx30
3-L16,WR34,two,pool,wr,34,7,7,6,0,0,0.0021,0.0066,0,22-Sep-14,Simran,NA,plot_3,L16,1,harv,wrx34
3-L17,HTD28,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,L17,0,died,htdx28
